translator,lang,rank,feature,spearman_rho,p,eta2_model_before,eta2_model_after
google,tr,6,comma_per_1k,0.5716773565693669,9.134718684924299e-12,0.4046150958374327,0.3173270271180345
google,tr,6,colon_per_1k,0.9987524758493809,1.8935756196981947e-155,0.4046150958374327,0.3173270271180345
google,tr,6,dash_per_1k,,,0.4046150958374327,0.3173270271180345
google,tr,6,semicolon_per_1k,0.5583563717605571,3.4442633522906606e-11,0.4046150958374327,0.3173270271180345
google,tr,6,bigram_entropy,0.595777484547538,7.073317755402811e-13,0.4046150958374327,0.3173270271180345
google,tr,6,digit_rate,0.9891130761062362,4.656588258559612e-100,0.4046150958374327,0.3173270271180345
google,zh,3,mattr,0.42630738245711497,1.2050230564455534e-06,0.4046150958374327,0.328733114215472
google,zh,3,hapax_rate,0.8105889481728799,3.4095314566363515e-29,0.4046150958374327,0.328733114215472
google,zh,3,mean_token_len,0.47803138423576014,3.3612900333925805e-08,0.4046150958374327,0.328733114215472
google,zh,3,zipf_slope,0.799444405861518,7.003090634681322e-28,0.4046150958374327,0.328733114215472
google,zh,3,sent_len_mean,0.904643257155568,1.5795743911781104e-45,0.4046150958374327,0.328733114215472
google,zh,3,sent_len_sd,0.8563650253489824,1.1497542011475104e-35,0.4046150958374327,0.328733114215472
google,zh,3,burstiness,0.9011459129106187,1.1913651908451062e-44,0.4046150958374327,0.328733114215472
google,zh,3,dep_depth,0.7341044076982326,1.44435316588087e-21,0.4046150958374327,0.328733114215472
google,zh,3,subord_rate,0.7413493108607256,3.5851804387848832e-22,0.4046150958374327,0.328733114215472
google,zh,3,func_word_ratio,0.39877282505524925,6.44620751247495e-06,0.4046150958374327,0.328733114215472
google,zh,3,first_person_rate,0.9587063428235673,2.7950103450222065e-66,0.4046150958374327,0.328733114215472
google,zh,3,para_count,1.0,0.0,0.4046150958374327,0.328733114215472
google,zh,3,para_len_mean,0.9820046325455182,2.860812117509243e-87,0.4046150958374327,0.328733114215472
google,zh,3,question_rate,,,0.4046150958374327,0.328733114215472
google,zh,3,connective_rate,0.2496028335580908,0.005972270128834638,0.4046150958374327,0.328733114215472
google,zh,3,comma_per_1k,0.6739912875450512,3.266933606558034e-17,0.4046150958374327,0.328733114215472
google,zh,3,colon_per_1k,0.9983661272060524,1.5327877418858329e-148,0.4046150958374327,0.328733114215472
google,zh,3,dash_per_1k,0.6702276251852519,5.661496231604256e-17,0.4046150958374327,0.328733114215472
google,zh,3,semicolon_per_1k,0.8595637441011493,3.357833972535892e-36,0.4046150958374327,0.328733114215472
google,zh,3,bigram_entropy,0.3894992707826932,1.0974330911111027e-05,0.4046150958374327,0.328733114215472
google,zh,3,digit_rate,0.9681898050529191,7.59000846785409e-73,0.4046150958374327,0.328733114215472
llm,es,2,mattr,0.2139384679491631,0.018961750606066093,0.4046150958374328,0.31044744369292643
llm,es,2,hapax_rate,0.819799360370027,2.4023322768407162e-30,0.4046150958374328,0.31044744369292643
llm,es,2,mean_token_len,0.7816723383568301,5.970886809358327e-26,0.4046150958374328,0.31044744369292643
llm,es,2,zipf_slope,0.7713730120147231,6.519258264035089e-25,0.4046150958374328,0.31044744369292643
llm,es,2,sent_len_mean,0.9381692475528782,3.3844175473292686e-56,0.4046150958374328,0.31044744369292643
llm,es,2,sent_len_sd,0.8874138610574196,1.6972795588991295e-41,0.4046150958374328,0.31044744369292643
llm,es,2,burstiness,0.9360580595874713,2.3057564026885588e-55,0.4046150958374328,0.31044744369292643
llm,es,2,dep_depth,0.8364463343178691,1.3236509842342465e-32,0.4046150958374328,0.31044744369292643
llm,es,2,subord_rate,0.8918517619983578,1.8086175397208967e-42,0.4046150958374328,0.31044744369292643
llm,es,2,func_word_ratio,0.49546407110327706,8.749542863605853e-09,0.4046150958374328,0.31044744369292643
llm,es,2,first_person_rate,0.9738875486759311,7.841636116001271e-78,0.4046150958374328,0.31044744369292643
llm,es,2,para_count,0.9965680054873595,1.515506781985804e-129,0.4046150958374328,0.31044744369292643
llm,es,2,para_len_mean,0.9825688806398912,4.438606425905925e-88,0.4046150958374328,0.31044744369292643
llm,es,2,question_rate,,,0.4046150958374328,0.31044744369292643
llm,es,2,connective_rate,0.6199939578545386,4.325176933483516e-14,0.4046150958374328,0.31044744369292643
llm,es,2,comma_per_1k,0.8259033676183597,3.804523955402035e-31,0.4046150958374328,0.31044744369292643
llm,es,2,colon_per_1k,0.9036852189546678,2.768532324306472e-45,0.4046150958374328,0.31044744369292643
